Body,Type
Submission notes: Same as in Submission-ID 2328248
Added: No

Submission-ID: 2353613
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353618
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353617
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353620
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353623
Sender: Virus Total
Submission notes: Same as in Submission-ID 2215320
Added: No

Submission-ID: 2353631
Sender: Virus Total
Added: Trojan.Proxy-2199
Virus name alias: Generic.PWStealer.7EB9A415 (Bitdefender)

Submission-ID: 2353633
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353637
Sender: Virus Total
Submission notes: Same as in Submission-ID 2482442
Added: No

Submission-ID: 2353639
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353641
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353642
Sender: Virus Total
Submission notes: Same as in Submission-ID 2007479
Added: No

Submission-ID: 2353645
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353647
Sender: Virus Total
Submission notes: Same as in Submission-ID 2357675
Added: No

Submission-ID: 2353656
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-21963
Added: No
Virus name alias: Trojan.PWS.Onlinegames.NYS (Bitdefender)

Submission-ID: 2353664
Sender: VirScan.org
Submission notes: Same as in Submission-ID 2520262
Added: No

Submission-ID: 2353666
Sender: Virus Total
Submission notes: Same as in Submission-ID 2351928
Added: No

Submission-ID: 2353672
Sender: Virus Total
Submission notes: Already detected as Trojan.DNSChanger-2411
Added: No
Virus name alias: Trojan.DNSChanger.QN (Bitdefender)

Submission-ID: 2353675
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353677
Sender: Virus Total
Submission notes: Already detected as Trojan.Hupigon-6718
Added: No
Virus name alias: MemScan:Backdoor.Agent.ZAY (Bitdefender)

Submission-ID: 2353682
Sender: Virus Total
Submission notes: Same as in Submission-ID 2372977
Added: No

Submission-ID: 2353684
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353685
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-20845
Added: No
Virus name alias: Trojan.PWS.LdPinch.AKX (Bitdefender)

Submission-ID: 2353687
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353688
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353694
Sender: Virus Total
Submission notes: Same as in Submission-ID 2353782
Added: No

Submission-ID: 2353695
Sender: Virus Total
Submission notes: Same as in Submission-ID 2429262
Added: No

Submission-ID: 2353716
Sender: Virus Total
Submission notes: Already detected as Trojan.Delf-2987
Added: No
Virus name alias: Generic.Malware.SE.0A3C9ACE (Bitdefender)

Submission-ID: 2353717
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353721
Sender: Virus Total
Submission notes: Same as in Submission-ID 2329646
Added: No

Submission-ID: 2353723
Sender: Virus Total
Submission notes: Same as in Submission-ID 2033353
Added: No

Submission-ID: 2353731
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353734
Sender: Virus Total
Added: Trojan.Delf-2689
Virus name alias: Trojan.PWS.Agent.SAN (Bitdefender)

Submission-ID: 2353738
Sender: Jotti
Submission notes: Already detected as Trojan.Downloader-20719
Added: No
Virus name alias: Backdoor.SDBot.DFCW (Bitdefender)

Submission-ID: 2353745
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353746
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353747
Sender: Virus Total
Submission notes: Already detected as Trojan.DNSChanger-2410
Added: No
Virus name alias: Trojan.Peed.Gen (Bitdefender)

Submission-ID: 2353748
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353753
Sender: Virus Total
Submission notes: Same as in Submission-ID 2367937
Added: No

Submission-ID: 2353754
Sender: Virus Total
Submission notes: Already detected as Dialer-2024
Added: No
Virus name alias: Trojan.Mezzia.CY (Bitdefender)

Submission-ID: 2353755
Sender: Virus Total
Added: Trojan.Spy-21281
Virus name alias: Trojan.PWS.OnlineGames.NYJ (Bitdefender)

Submission-ID: 2353756
Sender: Virus Total
Submission notes: Same as in Submission-ID 2354461
Added: No

Submission-ID: 2353760
Sender: Virus Total
Submission notes: Same as in Submission-ID 2413091
Added: No

Submission-ID: 2353764
Sender: Virus Total
Submission notes: Same as in Submission-ID 2292415
Added: No

Submission-ID: 2353766
Sender: Virus Total
Submission notes: Same as in Submission-ID 2420857
Added: No

Submission-ID: 2353767
Sender: Virus Total
Added: Trojan.Spy-21508
Virus name alias: Generic.PWS.Games.4.970FE175 (Bitdefender)

Submission-ID: 2353771
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-21950
Added: No
Virus name alias: Trojan.PWS.Onlinegames.NYS (Bitdefender)

Submission-ID: 2353773
Sender: Virus Total
Submission notes: Same as in Submission-ID 2354461
Added: No

Submission-ID: 2353775
Sender: Virus Total
Added: Trojan.Spy-21738
Virus name alias: Trojan.PWS.OnLineGames.NSR (Bitdefender)

Submission-ID: 2353778
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353779
Sender: Virus Total
Submission notes: Already detected as Trojan.Downloader-21765
Added: No

Submission-ID: 2353782
Sender: Virus Total
Submission notes: Already detected as Dialer-1886
Added: No
Virus name alias: Trojan.Dialer.VWA (Bitdefender)

Submission-ID: 2353785
Sender: Virus Total
Submission notes: Already detected as Trojan.PcClient-497
Added: No

Submission-ID: 2353787
Sender: Virus Total
Submission notes: Same as in Submission-ID 2295627
Added: No

Submission-ID: 2353788
Sender: Virus Total
Submission notes: Same as in Submission-ID 2356661
Added: No

Submission-ID: 2353801
Sender: Virus Total
Submission notes: Same as in Submission-ID 2353734
Added: No

Submission-ID: 2353813
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353818
Sender: Virus Total
Submission notes: Same as in Submission-ID 2420961
Added: No

Submission-ID: 2353819
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353820
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353821
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353825
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353827
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353830
Sender: VirScan.org
Submission notes: Already detected as Trojan.BHO-1270
Added: No
Virus name alias: Trojan.Spy.Bzub.NGP (Bitdefender)

Submission-ID: 2353838
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353839
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353840
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353845
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353847
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353848
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353852
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353860
Sender: Virus Total
Submission notes: Same as in Submission-ID 2345803
Added: No

Submission-ID: 2353864
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353872
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353873
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353874
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353876
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-20860
Added: No
Virus name alias: Trojan.PWS.OnLineGames.NSR (Bitdefender)

Submission-ID: 2353879
Sender: Virus Total
Submission notes: Same as in Submission-ID 2352396
Added: No

Submission-ID: 2353885
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353886
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353888
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353889
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353890
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353892
Sender: Virus Total
Submission notes: Same as in Submission-ID 2352396
Added: No

Submission-ID: 2353893
Sender: Virus Total
Submission notes: Same as in Submission-ID 2353782
Added: No

Submission-ID: 2353894
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353895
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353896
Sender: Virus Total
Submission notes: Same as in Submission-ID 2355878
Added: No

Submission-ID: 2353900
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353907
Sender: Virus Total
Added: Trojan.Pakes-995
Virus name alias: Packer.Malware.NSAnti.K (Bitdefender)

Submission-ID: 2353910
Sender: Virus Total
Submission notes: Same as in Submission-ID 2345803
Added: No

Submission-ID: 2353913
Sender: VirScan.org
Submission notes: Same as in Submission-ID 2320437
Added: No

Submission-ID: 2353916
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353917
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353921
Sender: Virus Total
Submission notes: Same as in Submission-ID 2356661
Added: No

Submission-ID: 2353925
Sender: Virus Total
Submission notes: Already detected as Dialer-2023
Added: No
Virus name alias: Trojan.Mezzia.CY (Bitdefender)

Submission-ID: 2353927
Sender: Virus Total
Added: Trojan.Spy-21320
Virus name alias: Trojan.PWS.OnLineGames.NSR (Bitdefender)

Submission-ID: 2353932
Sender: VirScan.org
Submission notes: Same as in Submission-ID 2520262
Added: No

Submission-ID: 2353934
Sender: Virus Total
Submission notes: Already detected as Trojan.DNSChanger-2526
Added: No
Virus name alias: Trojan.DNSChanger.QN (Bitdefender)

Submission-ID: 2342900
Sender: Virus Total
Added: Trojan.Agent-11923
Virus name alias: Trojan.Agent.AGOV (Bitdefender)

Submission-ID: 2353941
Sender: Virus Total
Submission notes: Same as in Submission-ID 2420857
Added: No

Submission-ID: 2353944
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353945
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353951
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353952
Sender: Virus Total
Submission notes: Already detected as Trojan.Hupigon-6764
Added: No
Virus name alias: Backdoor.Hupigon.BIC (Bitdefender)

Submission-ID: 2353953
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353960
Sender: Virus Total
Submission notes: Same as in Submission-ID 2329646
Added: No

Submission-ID: 2353961
Sender: Virus Total
Submission notes: Already detected as Dialer-2022
Added: No
Virus name alias: DeepScan:Generic.PWStealer.2411BEB3 (Bitdefender)

Submission-ID: 2353962
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-22805
Added: No
Virus name alias: Trojan.PWS.Onlinegames.NTA (Bitdefender)

Submission-ID: 2353965
Sender: Virus Total
Submission notes: Same as in Submission-ID 2378606
Added: No

Submission-ID: 2353967
Sender: Virus Total
Submission notes: Same as in Submission-ID 2420924
Added: No

Submission-ID: 2353969
Sender: Virus Total
Submission notes: Same as in Submission-ID 2348264
Added: No

Submission-ID: 2353979
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353982
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353984
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353987
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2353989
Sender: Virus Total
Submission notes: Same as in Submission-ID 2181403
Added: No

Submission-ID: 2353990
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353993
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353994
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353996
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-20668
Added: No
Virus name alias: Trojan.Downloader.Delf.APP (Bitdefender)

Submission-ID: 2353997
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353998
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2353999
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354000
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354003
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354005
Sender: Virus Total
Submission notes: Same as in Submission-ID 2420557
Added: No

Submission-ID: 2354006
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354010
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354011
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2354012
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-22085
Added: No
Virus name alias: Trojan.PWS.Onlinegames.NYS (Bitdefender)

Submission-ID: 2354015
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-20734
Added: No
Virus name alias: Trojan.PWS.OnLineGames.NSR (Bitdefender)

Submission-ID: 2354016
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2354017
Sender: Virus Total
Submission notes: Same as in Submission-ID 2347384
Added: No

Submission-ID: 2354020
Sender: Virus Total
Submission notes: Same as in Submission-ID 2347384
Added: No

Submission-ID: 2354022
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2354024
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2354029
Sender: Virus Total
Submission notes: Same as in Submission-ID 2292415
Added: No

Submission-ID: 2354035
Sender: Virus Total
Submission notes: Same as in Submission-ID 2374377
Added: No

Submission-ID: 2354039
Sender: Virus Total
Submission notes: Same as in Submission-ID 2354575
Added: No

Submission-ID: 2354040
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2354043
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354044
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-22202
Added: No
Virus name alias: Trojan.PWS.Onlinegames.NYS (Bitdefender)

Submission-ID: 2354046
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354047
Sender: Virus Total
Submission notes: Same as in Submission-ID 2292415
Added: No

Submission-ID: 2354048
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354051
Sender: Virus Total
Submission notes: Same as in Submission-ID 2541662
Added: No

Submission-ID: 2354056
Sender: Virus Total
Added: Trojan.Downloader-21144

Submission-ID: 2354057
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354058
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354062
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354066
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354067
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354068
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354074
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354076
Sender: Virus Total
Submission notes: Same as in Submission-ID 2322594
Added: No

Submission-ID: 2354088
Sender: VirScan.org
Added: Trojan.Spy-21782
Virus name alias: DeepScan:Generic.PWStealer.C8730D9F (Bitdefender)

Submission-ID: 2354094
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354095
Sender: Virus Total
Submission notes: Same as in Submission-ID 2367937
Added: No

Submission-ID: 2354096
Sender: Virus Total
Submission notes: Same as in Submission-ID 2401973
Added: No

Submission-ID: 2354099
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354100
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354101
Sender: Virus Total
Added: Trojan.Downloader-21152

Submission-ID: 2354105
Sender: Virus Total
Submission notes: Same as in Submission-ID 2356094
Added: No

Submission-ID: 2354106
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-22538
Added: No
Virus name alias: Dropped:Backdoor.Hupigon.YRS (Bitdefender)

Submission-ID: 2354108
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354110
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354111
Sender: Virus Total
Submission notes: Same as in Submission-ID 2304358
Added: No

Submission-ID: 2354113
Sender: Virus Total
Submission notes: Already detected as Trojan.Spy-22213
Added: No
Virus name alias: Trojan.PWS.Onlinegames.NYS (Bitdefender)

Submission-ID: 2438929
Sender: Virus Total
Submission notes: Already detected as Trojan.Zbot-229
Added: No
Virus name alias: Trojan.Peed.Gen (Bitdefender)

Submission-ID: 2438934
Sender: VirScan.org
Submission notes: Same as in Submission-ID 2520262
Added: No

Submission-ID: 2438938
Sender: Virus Total
Submission notes: Same as in Submission-ID 2419970
Added: No

Submission-ID: 2551836
Sender: Virus Total
Submission notes: Already detected as Worm.Anker
Added: No

-- 
Best regards,
  Christoph 

_______________________________________________
http://lists.clamav.net/cgi-bin/mailman/listinfo/clamav-virusdb",legit
"Send TuxOnIce-users mailing list submissions to
	enpsfhxz-stvnz@lists.tuxonice.net

To subscribe or unsubscribe via the World Wide Web, visit
	http://lists.tuxonice.net/mailman/listinfo/tuxonice-users
or, via email, send a message with subject or body 'help' to
	ysxshwee-tyrxx-liyysxs@lists.tuxonice.net

You can reach the person managing the list at
	ixmmppem-uqpyf-botix@lists.tuxonice.net

When replying, please edit your Subject line so it is more specific
than ""Re: Contents of TuxOnIce-users digest...""


Today's Topics:

   1. Re: [TuxOnIce-devel] 3.0-rc5 released. (Damjan)
   2. Re: preparing hibernate 1.98 release (Damjan)
   3. Re: [TuxOnIce-devel] 3.0-rc5 released. (Mark Beierl)
   4. Re: [TuxOnIce-devel] 3.0-rc5 released. (Victor Lowther)
   5. Re: [TuxOnIce-devel] 3.0-rc5 released. (Nigel Cunningham)
   6. Re: [TuxOnIce-devel] 3.0-rc5 released. (Nigel Cunningham)
   7. Re: [TuxOnIce-devel] 3.0-rc5 released. (Armando Di Cianno)
   8. Re: [TuxOnIce-devel] 3.0-rc5 released. (dirk husemann)
   9. Re: [TuxOnIce-devel] 3.0-rc5 released. (dirk husemann)


----------------------------------------------------------------------

>From bqzwhsg@mail.net.mk  Sun Feb 24 10:27:37 2008
Message: 1
Date: Thu, 7 Feb 2008 14:33:13 +0100
From: Damjan 
Subject: Re: [TuxOnIce-users] [TuxOnIce-devel] 3.0-rc5 released.
To: TuxOnIce users' list 
Message-ID: <20080207133313.GA12236@legolas.on.net.mk>
Content-Type: text/plain; charset=utf-8

> > I'm getting the hang during writing caches quite consistently.  Kernel
> > 2.6.24, 3.0-rc5.
> 
> I'm not sure where we can go from here -- bug reports to nvidia, maybe?

Tuxonice hangs for me too, and I use intel graphics .. so I don't think
it's connected to nvidia.

-- 
damjan | ??????
This is my jabber ID -->         omblhn@bagra.net.mk 
 -- not my mail address, it's a Jabber ID --^ :)


------------------------------",legit
"Send TuxOnIce-users mailing list submissions to 	enpsfhxz-stvnz@lists.tuxonice.net To subscribe or unsubscribe via the World Wide Web, visit 	http://lists.tuxonice.net/mailman/listinfo/tuxonice-users or, via email, send a message with subject or body 'help' to 	ysxshwee-tyrxx-liyysxs@lists.tuxonice.net You can reach the person managing the list at 	ixmmppem-uqpyf-botix@lists.tuxonice.net When replying, please edit your Subject line so it is more specific than ""Re: Contents of TuxOnIce-users digest..."" Today's Topics:    1. Re: [TuxOnIce-devel] 3.0-rc5 released. (Damjan)    2. Re: preparing hibernate 1.98 release (Damjan)    3. Re: [TuxOnIce-devel] 3.0-rc5 released. (Mark Beierl)    4. Re: [TuxOnIce-devel] 3.0-rc5 released. (Victor Lowther)    5. Re: [TuxOnIce-devel] 3.0-rc5 released. (Nigel Cunningham)    6. Re: [TuxOnIce-devel] 3.0-rc5 released. (Nigel Cunningham)    7. Re: [TuxOnIce-devel] 3.0-rc5 released. (Armando Di Cianno)    8. Re: [TuxOnIce-devel] 3.0-rc5 released. (dirk husemann)    9. Re: [TuxOnIce-devel] 3.0-rc5 released. (dirk husemann) ---------------------------------------------------------------------- >From bqzwhsg@mail.net.mk  Sun Feb 24 10:27:37 2008 Message: 1 Date: Thu, 7 Feb 2008 14:33:13 +0100 From: Damjan  Subject: Re: [TuxOnIce-users] [TuxOnIce-devel] 3.0-rc5 released. To: TuxOnIce users' list  Message-ID: <20080207133313.GA12236@legolas.on.net.mk> Content-Type: text/plain; charset=utf-8 > > I'm getting the hang during writing caches quite consistently.  Kernel > > 2.6.24, 3.0-rc5. >  > I'm not sure where we can go from here -- bug reports to nvidia, maybe? Tuxonice hangs for me too, and I use intel graphics .. so I don't think it's connected to nvidia. --  damjan | ?????? This is my jabber ID -->         omblhn@bagra.net.mk   -- not my mail address, it's a Jabber ID --^ :) ------------------------------",legit
